cell_line,reported_sex,DDX3Y_expression,DDX3Y_expression_category,EIF1AY_expression,EIF1AY_expression_category,KDM5D_expression,KDM5D_expression_category,NLGN4Y_expression,NLGN4Y_expression_category,RPS4Y1_expression,RPS4Y1_expression_category,TMSB4Y_expression,TMSB4Y_expression_category,USP9Y_expression,USP9Y_expression_category,UTY_expression,UTY_expression_category,ZFY_expression,ZFY_expression_category
MEWO_SKIN,male,13596,high_expression,3867,high_expression,7472,high_expression,566,intermediate_expression,46210,high_expression,89,intermediate_expression,3072,high_expression,2472,high_expression,2789,high_expression
MFE280_ENDOMETRIUM,female,17,low_expression,3,low_expression,0,low_expression,1,low_expression,30,low_expression,0,low_expression,3,low_expression,5,low_expression,6,low_expression
MFE296_ENDOMETRIUM,female,17,low_expression,8,low_expression,5,low_expression,0,low_expression,12,low_expression,7,low_expression,12,low_expression,2,low_expression,2,low_expression
MFE319_ENDOMETRIUM,female,16,low_expression,2,low_expression,4,low_expression,1,low_expression,18,low_expression,0,low_expression,10,low_expression,3,low_expression,2,low_expression
MG63_BONE,male,18795,high_expression,3344,high_expression,3484,high_expression,2106,high_expression,138190,high_expression,27,low_expression,4850,high_expression,1354,high_expression,4503,high_expression
MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,27,low_expression,2,low_expression,9,low_expression,373,intermediate_expression,41,low_expression,9,low_expression,9,low_expression,0,low_expression,8,low_expression
MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,19,low_expression,0,low_expression,5,low_expression,1,low_expression,37,low_expression,0,low_expression,5,low_expression,5,low_expression,7,low_expression
MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,3042,high_expression,662,high_expression,983,high_expression,1,low_expression,4905,high_expression,80,intermediate_expression,690,high_expression,513,high_expression,275,high_expression
MHHES1_BONE,male,13,low_expression,8,low_expression,2,low_expression,16,low_expression,41,low_expression,0,low_expression,14,low_expression,5,low_expression,5,low_expression
MHHNB11_AUTONOMIC_GANGLIA,male,28419,high_expression,3785,high_expression,10504,high_expression,1448,high_expression,74988,high_expression,221,high_expression,5739,high_expression,4360,high_expression,692,high_expression
MIAPACA2_PANCREAS,male,23,low_expression,6,low_expression,6,low_expression,0,low_expression,39,low_expression,3,low_expression,7,low_expression,2,low_expression,4,low_expression
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,26814,high_expression,16195,high_expression,13672,high_expression,0,low_expression,482,intermediate_expression,217,high_expression,8744,high_expression,4133,high_expression,4808,high_expression
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,34582,high_expression,12586,high_expression,10243,high_expression,1893,high_expression,52668,high_expression,89,intermediate_expression,7730,high_expression,3443,high_expression,3459,high_expression
MKN1_STOMACH,male,26,low_expression,13,low_expression,11,low_expression,39,low_expression,128,low_expression,1,low_expression,16,low_expression,10,low_expression,11,low_expression
MKN45_STOMACH,female,28,low_expression,4,low_expression,8,low_expression,1,low_expression,35,low_expression,0,low_expression,8,low_expression,6,low_expression,3,low_expression
MKN74_STOMACH,male,17,low_expression,9,low_expression,9,low_expression,5,low_expression,30,low_expression,0,low_expression,10,low_expression,6,low_expression,5,low_expression
MKN7_STOMACH,male,11,low_expression,5,low_expression,1,low_expression,0,low_expression,14,low_expression,0,low_expression,7,low_expression,2,low_expression,0,low_expression
ML1_THYROID,NA,40,low_expression,2,low_expression,2,low_expression,8,low_expression,48,low_expression,2,low_expression,13,low_expression,5,low_expression,8,low_expression
MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NA,13,low_expression,0,low_expression,4,low_expression,13,low_expression,9,low_expression,1,low_expression,4,low_expression,13,low_expression,2,low_expression
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,17599,high_expression,5033,high_expression,7591,high_expression,0,low_expression,42241,high_expression,253,high_expression,16,low_expression,2052,high_expression,2213,high_expression
MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,31,low_expression,2,low_expression,7,low_expression,3,low_expression,60,low_expression,1,low_expression,19,low_expression,16,low_expression,16,low_expression
MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,34205,high_expression,7549,high_expression,24256,high_expression,0,low_expression,124085,high_expression,559,high_expression,13126,high_expression,6450,high_expression,2303,high_expression
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,33,low_expression,3,low_expression,13,low_expression,0,low_expression,60,low_expression,2,low_expression,12,low_expression,5,low_expression,5,low_expression
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,25,low_expression,6,low_expression,3,low_expression,3,low_expression,43,low_expression,0,low_expression,5,low_expression,13,low_expression,11,low_expression
MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,24,low_expression,6,low_expression,4,low_expression,49,low_expression,68,low_expression,0,low_expression,3,low_expression,7,low_expression,7,low_expression
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,17,low_expression,8,low_expression,5,low_expression,3,low_expression,41,low_expression,6,low_expression,10,low_expression,6,low_expression,3,low_expression
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,29907,high_expression,11053,high_expression,11566,high_expression,772,intermediate_expression,76551,high_expression,620,high_expression,11781,high_expression,5995,high_expression,3079,high_expression
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,10643,high_expression,3866,high_expression,6759,high_expression,2,low_expression,31833,high_expression,249,high_expression,2662,high_expression,2550,high_expression,2117,high_expression
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,26,low_expression,0,low_expression,5,low_expression,0,low_expression,32,low_expression,2,low_expression,2,low_expression,6,low_expression,0,low_expression
MON_SOFT_TISSUE,NA,2,low_expression,0,low_expression,5,low_expression,1,low_expression,13,low_expression,0,low_expression,12,low_expression,1,low_expression,2,low_expression
MORCPR_LUNG,NA,12,low_expression,2,low_expression,3,low_expression,2,low_expression,31,low_expression,0,low_expression,3,low_expression,4,low_expression,5,low_expression
MPP89_PLEURA,male,40252,high_expression,15003,high_expression,10901,high_expression,4340,high_expression,81357,high_expression,2,low_expression,12551,high_expression,6768,high_expression,5302,high_expression
MSTO211H_PLEURA,male,12576,high_expression,4274,high_expression,4380,high_expression,1202,intermediate_expression,45703,high_expression,7,low_expression,4111,high_expression,2326,high_expression,1540,high_expression
MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,12099,high_expression,2965,high_expression,9496,high_expression,2,low_expression,19860,high_expression,210,high_expression,4537,high_expression,3358,high_expression,2332,high_expression
MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,26,low_expression,4,low_expression,9,low_expression,55,low_expression,43,low_expression,7,low_expression,8,low_expression,3,low_expression,11,low_expression
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,20556,high_expression,4109,high_expression,11217,high_expression,14,low_expression,61936,high_expression,273,high_expression,73,low_expression,2487,high_expression,2145,high_expression
NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,30628,high_expression,8716,high_expression,11700,high_expression,7,low_expression,24502,high_expression,637,high_expression,6663,high_expression,5681,high_expression,4517,high_expression
NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,30,low_expression,5,low_expression,6,low_expression,0,low_expression,77,low_expression,2,low_expression,14,low_expression,3,low_expression,0,low_expression
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,24248,high_expression,5420,high_expression,23,low_expression,0,low_expression,31409,high_expression,1458,high_expression,15075,high_expression,5522,high_expression,2582,high_expression
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,15,low_expression,8,low_expression,7,low_expression,4,low_expression,46,low_expression,0,low_expression,4,low_expression,2,low_expression,6,low_expression
NB1_AUTONOMIC_GANGLIA,male,15,low_expression,4,low_expression,7,low_expression,42,low_expression,36,low_expression,1,low_expression,4,low_expression,2,low_expression,2,low_expression
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,28,low_expression,6,low_expression,6,low_expression,3,low_expression,43,low_expression,2,low_expression,9,low_expression,10,low_expression,5,low_expression
NCCSTCK140_STOMACH,female,38,low_expression,4,low_expression,12,low_expression,4,low_expression,81,low_expression,0,low_expression,12,low_expression,7,low_expression,10,low_expression
NCIH1048_LUNG,female,15,low_expression,8,low_expression,9,low_expression,10,low_expression,26,low_expression,2,low_expression,1,low_expression,3,low_expression,2,low_expression
NCIH1092_LUNG,male,9430,high_expression,4618,high_expression,5710,high_expression,1911,high_expression,11571,high_expression,210,high_expression,9197,high_expression,2658,high_expression,1994,high_expression
NCIH1105_LUNG,male,28,low_expression,4,low_expression,10,low_expression,6,low_expression,28,low_expression,2,low_expression,17,low_expression,10,low_expression,6,low_expression
NCIH1155_LUNG,male,32,low_expression,2,low_expression,3,low_expression,2,low_expression,37,low_expression,4,low_expression,9,low_expression,1,low_expression,6,low_expression
NCIH1184_LUNG,male,13,low_expression,5,low_expression,9,low_expression,6,low_expression,20936,high_expression,1,low_expression,14,low_expression,6,low_expression,2871,high_expression
NCIH1299_LUNG,male,13,low_expression,1,low_expression,8,low_expression,0,low_expression,17,low_expression,1,low_expression,9,low_expression,4,low_expression,2,low_expression
NCIH1339_LUNG,female,13,low_expression,11909,high_expression,19240,high_expression,4961,high_expression,21,low_expression,1347,high_expression,4,low_expression,1,low_expression,2,low_expression
NCIH1341_LUNG,female,23,low_expression,15,low_expression,13,low_expression,22,low_expression,36,low_expression,2,low_expression,14,low_expression,4,low_expression,8,low_expression
NCIH1355_LUNG,male,54,low_expression,2,low_expression,18,low_expression,1,low_expression,70,low_expression,3,low_expression,13,low_expression,4,low_expression,11,low_expression
NCIH1373_LUNG,male,26,low_expression,14,low_expression,17,low_expression,1,low_expression,126,low_expression,0,low_expression,17,low_expression,7,low_expression,15,low_expression
NCIH1385_LUNG,NA,26,low_expression,3,low_expression,7,low_expression,0,low_expression,45,low_expression,0,low_expression,3,low_expression,4,low_expression,4,low_expression
NCIH1395_LUNG,female,37,low_expression,15,low_expression,7,low_expression,2,low_expression,95,low_expression,4,low_expression,10,low_expression,6,low_expression,3,low_expression
NCIH1435_LUNG,female,7,low_expression,2,low_expression,3,low_expression,2,low_expression,38,low_expression,0,low_expression,7,low_expression,3,low_expression,6,low_expression
NCIH1436_LUNG,male,20,low_expression,2,low_expression,7,low_expression,0,low_expression,22,low_expression,0,low_expression,9,low_expression,5,low_expression,1,low_expression
NCIH1437_LUNG,male,14,low_expression,11,low_expression,13,low_expression,3,low_expression,18,low_expression,2,low_expression,4,low_expression,8,low_expression,6,low_expression
NCIH146_LUNG,male,17,low_expression,0,low_expression,4,low_expression,3,low_expression,30,low_expression,2,low_expression,21,low_expression,3,low_expression,4,low_expression
NCIH1563_LUNG,male,26948,high_expression,8930,high_expression,14042,high_expression,9048,high_expression,57269,high_expression,172,high_expression,20136,high_expression,3538,high_expression,6151,high_expression
NCIH1568_LUNG,female,13,low_expression,0,low_expression,5,low_expression,2,low_expression,22,low_expression,0,low_expression,7,low_expression,2,low_expression,4,low_expression
NCIH1573_LUNG,female,17,low_expression,0,low_expression,9,low_expression,34,low_expression,28,low_expression,0,low_expression,7,low_expression,5,low_expression,0,low_expression
NCIH1581_LUNG,male,3259,high_expression,846,high_expression,1820,high_expression,0,low_expression,6840,high_expression,95,intermediate_expression,533,high_expression,312,high_expression,349,high_expression
NCIH1618_LUNG,female,22,low_expression,4,low_expression,16,low_expression,82,low_expression,30,low_expression,0,low_expression,16,low_expression,9,low_expression,2,low_expression
NCIH1623_LUNG,male,20,low_expression,5,low_expression,7,low_expression,4,low_expression,66,low_expression,0,low_expression,10,low_expression,9,low_expression,4,low_expression
NCIH1648_LUNG,male,14963,high_expression,3753,high_expression,7558,high_expression,799,intermediate_expression,36472,high_expression,294,high_expression,7240,high_expression,3636,high_expression,2376,high_expression
NCIH1650_LUNG,male,13,low_expression,4,low_expression,3,low_expression,2,low_expression,24,low_expression,0,low_expression,17,low_expression,4,low_expression,6,low_expression
NCIH1651_LUNG,male,12280,high_expression,4414,high_expression,9766,high_expression,958,intermediate_expression,22,low_expression,242,high_expression,6733,high_expression,2601,high_expression,1,low_expression
NCIH1666_LUNG,female,16,low_expression,5,low_expression,5,low_expression,2,low_expression,17,low_expression,1,low_expression,12,low_expression,5,low_expression,0,low_expression
NCIH1693_LUNG,female,25,low_expression,5,low_expression,7,low_expression,0,low_expression,45,low_expression,2,low_expression,9,low_expression,2,low_expression,5,low_expression
NCIH1694_LUNG,male,21,low_expression,4,low_expression,2,low_expression,4,low_expression,18,low_expression,2,low_expression,9,low_expression,12,low_expression,6,low_expression
NCIH1703_LUNG,male,23360,high_expression,4818,high_expression,4385,high_expression,2407,high_expression,39548,high_expression,204,high_expression,8471,high_expression,1704,high_expression,1954,high_expression
NCIH1734_LUNG,female,24,low_expression,15,low_expression,5,low_expression,1,low_expression,65,low_expression,4,low_expression,9,low_expression,2,low_expression,7,low_expression
NCIH1755_LUNG,female,29,low_expression,4,low_expression,2,low_expression,2,low_expression,68,low_expression,2,low_expression,9,low_expression,1,low_expression,4,low_expression
NCIH1781_LUNG,female,21,low_expression,1,low_expression,5,low_expression,0,low_expression,45,low_expression,4,low_expression,12,low_expression,8,low_expression,2,low_expression
NCIH1792_LUNG,male,13,low_expression,4,low_expression,3,low_expression,0,low_expression,25,low_expression,0,low_expression,3,low_expression,0,low_expression,2,low_expression
NCIH1793_LUNG,female,27,low_expression,15,low_expression,9,low_expression,0,low_expression,42,low_expression,0,low_expression,14,low_expression,0,low_expression,9,low_expression
NCIH1819_LUNG,NA,9,low_expression,0,low_expression,9,low_expression,6,low_expression,17,low_expression,0,low_expression,2,low_expression,0,low_expression,2,low_expression
NCIH1836_LUNG,male,16,low_expression,16,low_expression,13,low_expression,7,low_expression,7039,high_expression,1,low_expression,6,low_expression,7,low_expression,1725,high_expression
NCIH1838_LUNG,female,33,low_expression,12,low_expression,5,low_expression,2,low_expression,86,low_expression,0,low_expression,4,low_expression,5,low_expression,7,low_expression
NCIH1869_LUNG,male,23,low_expression,4,low_expression,11,low_expression,2,low_expression,60,low_expression,3,low_expression,7,low_expression,4,low_expression,0,low_expression
NCIH1876_LUNG,male,8465,high_expression,3226,high_expression,7025,high_expression,1264,intermediate_expression,15180,high_expression,170,high_expression,9502,high_expression,2715,high_expression,1927,high_expression
NCIH1915_LUNG,female,37,low_expression,4,low_expression,0,low_expression,4,low_expression,53,low_expression,3,low_expression,6,low_expression,6,low_expression,2,low_expression
NCIH1930_LUNG,male,14,low_expression,2,low_expression,5,low_expression,23,low_expression,25,low_expression,0,low_expression,4,low_expression,5,low_expression,1,low_expression
NCIH1944_LUNG,female,43,low_expression,6,low_expression,7,low_expression,90,low_expression,55,low_expression,2,low_expression,5,low_expression,2,low_expression,13,low_expression
NCIH1963_LUNG,male,17285,high_expression,15,low_expression,19,low_expression,3161,high_expression,15978,high_expression,495,high_expression,20358,high_expression,5446,high_expression,4524,high_expression
NCIH196_LUNG,male,7777,high_expression,1854,high_expression,3810,high_expression,788,intermediate_expression,13248,high_expression,272,high_expression,3280,high_expression,1570,high_expression,2674,high_expression
NCIH1975_LUNG,female,8,low_expression,0,low_expression,6,low_expression,0,low_expression,25,low_expression,0,low_expression,4,low_expression,1,low_expression,4,low_expression
NCIH2004RT_SOFT_TISSUE,NA,24944,high_expression,3423,high_expression,6367,high_expression,1942,high_expression,69911,high_expression,317,high_expression,6991,high_expression,2302,high_expression,2901,high_expression
NCIH2009_LUNG,female,11,low_expression,2,low_expression,4,low_expression,0,low_expression,25,low_expression,0,low_expression,2,low_expression,0,low_expression,2,low_expression
NCIH2023_LUNG,male,25,low_expression,0,low_expression,3,low_expression,4,low_expression,78,low_expression,2,low_expression,7,low_expression,9,low_expression,4,low_expression
NCIH2029_LUNG,female,14,low_expression,2,low_expression,15,low_expression,0,low_expression,14,low_expression,0,low_expression,6,low_expression,3,low_expression,2,low_expression
NCIH2030_LUNG,male,22,low_expression,7,low_expression,0,low_expression,0,low_expression,145329,high_expression,0,low_expression,7,low_expression,2,low_expression,8334,high_expression
NCIH2052_PLEURA,male,44,low_expression,15,low_expression,20,low_expression,11,low_expression,57,low_expression,5,low_expression,35,low_expression,12,low_expression,8,low_expression
NCIH2066_LUNG,female,27,low_expression,10,low_expression,27,low_expression,1,low_expression,40,low_expression,2,low_expression,24,low_expression,12,low_expression,7,low_expression
NCIH2073_LUNG,female,19,low_expression,4,low_expression,4,low_expression,2,low_expression,53,low_expression,2,low_expression,4,low_expression,8,low_expression,5,low_expression
NCIH2077_LUNG,NA,19,low_expression,1,low_expression,7,low_expression,0,low_expression,19,low_expression,0,low_expression,3,low_expression,4,low_expression,0,low_expression
NCIH2081_LUNG,female,14,low_expression,9,low_expression,6,low_expression,7,low_expression,19,low_expression,0,low_expression,12,low_expression,4,low_expression,0,low_expression
NCIH2085_LUNG,male,30305,high_expression,5514,high_expression,12301,high_expression,1583,high_expression,68402,high_expression,350,high_expression,18097,high_expression,4490,high_expression,4298,high_expression
NCIH2087_LUNG,male,23,low_expression,7,low_expression,5,low_expression,0,low_expression,45,low_expression,1,low_expression,13,low_expression,2,low_expression,4,low_expression
NCIH209_LUNG,male,12305,high_expression,8336,high_expression,11792,high_expression,1925,high_expression,25430,high_expression,645,high_expression,9862,high_expression,4028,high_expression,2966,high_expression
NCIH2106_LUNG,male,9227,high_expression,4768,high_expression,7172,high_expression,0,low_expression,44,low_expression,5,low_expression,130,intermediate_expression,2105,high_expression,1858,high_expression
NCIH2110_LUNG,NA,30,low_expression,3,low_expression,5,low_expression,0,low_expression,48,low_expression,1,low_expression,16,low_expression,8,low_expression,5,low_expression
NCIH211_LUNG,female,25,low_expression,8,low_expression,7,low_expression,0,low_expression,23,low_expression,0,low_expression,10,low_expression,7,low_expression,4,low_expression
NCIH2122_LUNG,female,8,low_expression,6,low_expression,0,low_expression,0,low_expression,19,low_expression,0,low_expression,3,low_expression,0,low_expression,0,low_expression
NCIH2126_LUNG,male,14,low_expression,2793,high_expression,5103,high_expression,0,low_expression,29,low_expression,5,low_expression,8,low_expression,5,low_expression,5,low_expression
NCIH2170_LUNG,male,30,low_expression,7,low_expression,12,low_expression,6,low_expression,35,low_expression,2,low_expression,15,low_expression,7,low_expression,6,low_expression
NCIH2171_LUNG,male,14264,high_expression,4478,high_expression,6115,high_expression,880,intermediate_expression,19328,high_expression,2324,high_expression,8009,high_expression,2712,high_expression,1605,high_expression
NCIH2172_LUNG,female,36,low_expression,2,low_expression,2,low_expression,0,low_expression,59,low_expression,8,low_expression,8,low_expression,5,low_expression,6,low_expression
NCIH2196_LUNG,male,31671,high_expression,10106,high_expression,23288,high_expression,4857,high_expression,27210,high_expression,1677,high_expression,14810,high_expression,9153,high_expression,5166,high_expression
NCIH2227_LUNG,male,15,low_expression,5,low_expression,6,low_expression,0,low_expression,10679,high_expression,0,low_expression,0,low_expression,1,low_expression,1671,high_expression
NCIH2228_LUNG,female,30,low_expression,6,low_expression,14,low_expression,0,low_expression,54,low_expression,1,low_expression,9,low_expression,4,low_expression,5,low_expression
NCIH226_LUNG,male,17233,high_expression,3790,high_expression,1994,high_expression,2302,high_expression,46292,high_expression,116,high_expression,3398,high_expression,1609,high_expression,2608,high_expression
NCIH2286_LUNG,female,15,low_expression,2,low_expression,5,low_expression,0,low_expression,25,low_expression,4,low_expression,11,low_expression,2,low_expression,4,low_expression
NCIH2291_LUNG,male,9052,high_expression,16,low_expression,15,low_expression,4,low_expression,33025,high_expression,185,high_expression,5577,high_expression,1870,high_expression,1429,high_expression
NCIH2342_LUNG,male,13496,high_expression,5,low_expression,7,low_expression,3,low_expression,31041,high_expression,326,high_expression,4512,high_expression,2975,high_expression,2110,high_expression
NCIH2347_LUNG,female,19,low_expression,2,low_expression,2,low_expression,2,low_expression,25,low_expression,0,low_expression,8,low_expression,0,low_expression,4,low_expression
NCIH23_LUNG,male,14,low_expression,8,low_expression,6,low_expression,2,low_expression,40,low_expression,0,low_expression,12,low_expression,5,low_expression,1,low_expression
NCIH2405_LUNG,male,20,low_expression,8,low_expression,6,low_expression,2,low_expression,42372,high_expression,2,low_expression,9,low_expression,3,low_expression,3514,high_expression
NCIH2444_LUNG,male,34,low_expression,5,low_expression,11,low_expression,2,low_expression,51,low_expression,1,low_expression,6,low_expression,1,low_expression,0,low_expression
NCIH2452_PLEURA,male,26056,high_expression,4819,high_expression,5123,high_expression,750,intermediate_expression,24744,high_expression,59,intermediate_expression,5015,high_expression,4098,high_expression,2934,high_expression
NCIH2882_LUNG,NA,14,low_expression,5,low_expression,3,low_expression,167,low_expression,51,low_expression,2,low_expression,5,low_expression,3,low_expression,2,low_expression
NCIH2887_LUNG,NA,23863,high_expression,13123,high_expression,4468,high_expression,481,intermediate_expression,28,low_expression,4568,high_expression,4635,high_expression,2610,high_expression,4,low_expression
NCIH28_PLEURA,male,16046,high_expression,4101,high_expression,4795,high_expression,2081,high_expression,55058,high_expression,180,high_expression,6682,high_expression,1809,high_expression,1693,high_expression
NCIH292_LUNG,female,26,low_expression,4,low_expression,6,low_expression,2,low_expression,49,low_expression,0,low_expression,3,low_expression,4,low_expression,6,low_expression
NCIH3122_LUNG,NA,29,low_expression,4,low_expression,6,low_expression,0,low_expression,32,low_expression,0,low_expression,13,low_expression,7,low_expression,3,low_expression
NCIH322_LUNG,male,9956,high_expression,3711,high_expression,5948,high_expression,658,intermediate_expression,20054,high_expression,294,high_expression,4693,high_expression,1846,high_expression,2086,high_expression
NCIH3255_LUNG,NA,25,low_expression,8,low_expression,6,low_expression,2,low_expression,69,low_expression,1,low_expression,5,low_expression,7,low_expression,0,low_expression
NCIH358_LUNG,male,10558,high_expression,3565,high_expression,4353,high_expression,450,intermediate_expression,30142,high_expression,1216,high_expression,5262,high_expression,2001,high_expression,1617,high_expression
NCIH441_LUNG,NA,3130,high_expression,857,high_expression,1331,high_expression,1,low_expression,42,low_expression,98,intermediate_expression,1619,high_expression,752,high_expression,587,high_expression
NCIH446_LUNG,male,12105,high_expression,2651,high_expression,5470,high_expression,127,low_expression,20508,high_expression,280,high_expression,2735,high_expression,1809,high_expression,807,high_expression
NCIH460_LUNG,male,27355,high_expression,12082,high_expression,7811,high_expression,2695,high_expression,97641,high_expression,197,high_expression,2507,high_expression,2037,high_expression,1460,high_expression
NCIH508_LARGE_INTESTINE,male,15,low_expression,9,low_expression,2,low_expression,0,low_expression,39,low_expression,3,low_expression,5,low_expression,2,low_expression,5,low_expression
NCIH510_LUNG,male,11,low_expression,12,low_expression,9,low_expression,3,low_expression,13719,high_expression,1,low_expression,6,low_expression,8,low_expression,2585,high_expression
NCIH520_LUNG,male,27,low_expression,3,low_expression,3,low_expression,0,low_expression,38,low_expression,0,low_expression,5,low_expression,4,low_expression,5,low_expression
NCIH522_LUNG,male,100,low_expression,52,low_expression,58,low_expression,3,low_expression,133,low_expression,4,low_expression,46,low_expression,18,low_expression,30,low_expression
NCIH524_LUNG,male,16,low_expression,3,low_expression,2,low_expression,7,low_expression,7,low_expression,1,low_expression,16,low_expression,5,low_expression,1,low_expression
NCIH526_LUNG,male,5490,high_expression,3112,high_expression,4577,high_expression,959,intermediate_expression,11390,high_expression,403,high_expression,3219,high_expression,1973,high_expression,660,high_expression
NCIH596_LUNG,male,22,low_expression,10,low_expression,7,low_expression,0,low_expression,54,low_expression,2,low_expression,14,low_expression,9,low_expression,0,low_expression
NCIH647_LUNG,male,25,low_expression,5,low_expression,1,low_expression,1,low_expression,63,low_expression,2,low_expression,17,low_expression,2,low_expression,1,low_expression
NCIH650_LUNG,male,11,low_expression,2,low_expression,2,low_expression,24,low_expression,21,low_expression,0,low_expression,2,low_expression,4,low_expression,2,low_expression
NCIH660_PROSTATE,male,21,low_expression,1,low_expression,3,low_expression,4,low_expression,31,low_expression,1,low_expression,6,low_expression,2,low_expression,9,low_expression
NCIH661_LUNG,male,15260,high_expression,4496,high_expression,7501,high_expression,11,low_expression,22806,high_expression,235,high_expression,4552,high_expression,2816,high_expression,2389,high_expression
NCIH684_LIVER,NA,821,high_expression,619,high_expression,1026,high_expression,0,low_expression,8737,high_expression,38,intermediate_expression,390,high_expression,273,high_expression,249,high_expression
NCIH69_LUNG,male,13069,high_expression,7856,high_expression,11593,high_expression,5,low_expression,22106,high_expression,7,low_expression,9134,high_expression,3213,high_expression,1938,high_expression
NCIH716_LARGE_INTESTINE,male,10,low_expression,5,low_expression,7,low_expression,2,low_expression,34,low_expression,0,low_expression,5,low_expression,1,low_expression,2,low_expression
NCIH727_LUNG,female,41,low_expression,7,low_expression,16,low_expression,0,low_expression,66,low_expression,0,low_expression,7,low_expression,13,low_expression,5,low_expression
NCIH747_LARGE_INTESTINE,male,5406,high_expression,1493,high_expression,1480,high_expression,4,low_expression,14239,high_expression,710,high_expression,1510,high_expression,1564,high_expression,983,high_expression
NCIH810_LUNG,male,10563,high_expression,2,low_expression,3,low_expression,2526,high_expression,205525,high_expression,185,high_expression,4706,high_expression,2793,high_expression,12928,high_expression
NCIH82_LUNG,male,9,low_expression,0,low_expression,6,low_expression,0,low_expression,12,low_expression,0,low_expression,9,low_expression,7,low_expression,2,low_expression
NCIH838_LUNG,male,27,low_expression,1,low_expression,6,low_expression,8,low_expression,27,low_expression,1,low_expression,2,low_expression,2,low_expression,3,low_expression
NCIH841_LUNG,male,40723,high_expression,7232,high_expression,13377,high_expression,972,intermediate_expression,112186,high_expression,669,high_expression,9138,high_expression,4705,high_expression,2723,high_expression
NCIH854_LUNG,NA,1116,high_expression,5,low_expression,5,low_expression,0,low_expression,29,low_expression,51,intermediate_expression,305,high_expression,272,high_expression,1,low_expression
NCIH889_LUNG,female,14,low_expression,8,low_expression,5,low_expression,10,low_expression,13,low_expression,0,low_expression,2,low_expression,3,low_expression,6,low_expression
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,34,low_expression,4,low_expression,2,low_expression,4,low_expression,56,low_expression,2,low_expression,6,low_expression,3,low_expression,10,low_expression
NCIN87_STOMACH,male,22219,high_expression,7065,high_expression,11518,high_expression,3,low_expression,105259,high_expression,818,high_expression,9168,high_expression,5222,high_expression,4829,high_expression
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,27,low_expression,10,low_expression,7,low_expression,4,low_expression,52,low_expression,1,low_expression,7,low_expression,5,low_expression,4,low_expression
NH6_AUTONOMIC_GANGLIA,female,26,low_expression,8,low_expression,1,low_expression,42,low_expression,51,low_expression,0,low_expression,3,low_expression,4,low_expression,3,low_expression
NHAHTDD_CENTRAL_NERVOUS_SYSTEM,NA,9610,high_expression,3397,high_expression,6156,high_expression,1210,intermediate_expression,33695,high_expression,8,low_expression,6234,high_expression,2993,high_expression,3463,high_expression
NIHOVCAR3_OVARY,female,31,low_expression,6,low_expression,7,low_expression,8,low_expression,32,low_expression,1,low_expression,7,low_expression,3,low_expression,1,low_expression
NMCG1_CENTRAL_NERVOUS_SYSTEM,NA,22,low_expression,6,low_expression,5,low_expression,2,low_expression,51,low_expression,2,low_expression,2,low_expression,2,low_expression,0,low_expression
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,female,20,low_expression,5,low_expression,2,low_expression,0,low_expression,24,low_expression,8,low_expression,4,low_expression,0,low_expression,1,low_expression
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,male,19082,high_expression,6966,high_expression,5443,high_expression,34,low_expression,90307,high_expression,239,high_expression,5050,high_expression,4483,high_expression,3236,high_expression
