"cell_line","reported_sex","XIST_expression_level","XIST_expression","XIST_log_expression","SRY_expression_level","SRY_expression","SRY_log_expression","RPS4Y1_expression_level","RPS4Y1_expression","RPS4Y1_log_expression","ZFY_expression_level","ZFY_expression","ZFY_log_expression","TGIF2LY_expression_level","TGIF2LY_expression","TGIF2LY_log_expression","PCDH11Y_expression_level","PCDH11Y_expression","PCDH11Y_log_expression","TBL1Y_expression_level","TBL1Y_expression","TBL1Y_log_expression","USP9Y_expression_level","USP9Y_expression","USP9Y_log_expression","DDX3Y_expression_level","DDX3Y_expression","DDX3Y_log_expression","UTY_expression_level","UTY_expression","UTY_log_expression","TMSB4Y_expression_level","TMSB4Y_expression","TMSB4Y_log_expression","NLGN4Y_expression_level","NLGN4Y_expression","NLGN4Y_log_expression","KDM5D_expression_level","KDM5D_expression","KDM5D_log_expression","EIF1AY_expression_level","EIF1AY_expression","EIF1AY_log_expression","RPS4Y2_expression_level","RPS4Y2_expression","RPS4Y2_log_expression"
"KYSE410_OESOPHAGUS","male","low_expression",9,2.19722457733622,"low_expression",0,NA,"low_expression",30,3.40119738166216,"low_expression",0,NA,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",7,1.94591014905531,"low_expression",4,1.38629436111989,"low_expression",2,0.693147180559945,"low_expression",9,2.19722457733622,"low_expression",12,2.484906649788,"low_expression",8,2.07944154167984,"low_expression",0,NA
"KYSE450_OESOPHAGUS","male","low_expression",44,3.78418963391826,"low_expression",0,NA,"low_expression",23,3.13549421592915,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",11,2.39789527279837,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",7,1.94591014905531,"low_expression",6,1.79175946922805,"low_expression",0,NA
"KYSE510_OESOPHAGUS","female","low_expression",64,4.15888308335967,"low_expression",1,0,"low_expression",41,3.71357206670431,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",17,2.83321334405622,"low_expression",1,0,"low_expression",0,NA,"low_expression",1,0,"low_expression",9,2.19722457733622,"low_expression",0,NA,"low_expression",0,NA
"KYSE520_OESOPHAGUS","female","low_expression",49,3.89182029811063,"low_expression",0,NA,"low_expression",34,3.52636052461616,"low_expression",10,2.30258509299405,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",3,1.09861228866811,"low_expression",6,1.79175946922805,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",8,2.07944154167984,"low_expression",5,1.6094379124341,"low_expression",0,NA
"KYSE70_OESOPHAGUS","male","low_expression",48,3.87120101090789,"low_expression",0,NA,"low_expression",39,3.66356164612965,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",15,2.70805020110221,"low_expression",1,0,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",4,1.38629436111989,"low_expression",2,0.693147180559945,"low_expression",0,NA
"L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male","low_expression",63,4.14313472639153,"low_expression",1,0,"high_expression",11809,9.37661723160128,"high_expression",1739,7.46106551435428,"low_expression",0,NA,"low_expression",0,NA,"high_expression",1291,7.16317239084664,"low_expression",8,2.07944154167984,"low_expression",26,3.25809653802148,"low_expression",1,0,"low_expression",0,NA,"low_expression",0,NA,"low_expression",7,1.94591014905531,"low_expression",7,1.94591014905531,"low_expression",0,NA
"L33_PANCREAS",NA,"low_expression",31,3.43398720448515,"low_expression",0,NA,"low_expression",21,3.04452243772342,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",18,2.89037175789616,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",0,NA
"L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female","low_expression",48,3.87120101090789,"low_expression",0,NA,"low_expression",39,3.66356164612965,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",10,2.30258509299405,"low_expression",6,1.79175946922805,"low_expression",0,NA
"L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female","low_expression",45790,10.7318210056511,"low_expression",0,NA,"low_expression",67,4.20469261939097,"low_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",7,1.94591014905531,"low_expression",20,2.99573227355399,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA
"L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female","low_expression",60189,11.0052448903483,"low_expression",0,NA,"low_expression",25,3.2188758248682,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",14,2.63905732961526,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",6,1.79175946922805,"low_expression",0,NA
"LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female","low_expression",58850,10.9827471126884,"low_expression",0,NA,"low_expression",36,3.58351893845611,"low_expression",0,NA,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",12,2.484906649788,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",7,1.94591014905531,"low_expression",3,1.09861228866811,"low_expression",0,NA
"LC1F_LUNG","male","low_expression",53,3.97029191355212,"low_expression",0,NA,"low_expression",37,3.61091791264422,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",1,0,"low_expression",8,2.07944154167984,"low_expression",24,3.17805383034795,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",6,1.79175946922805,"low_expression",5,1.6094379124341,"low_expression",0,NA
"LCLC103H_LUNG","male","low_expression",55,4.00733318523247,"low_expression",0,NA,"high_expression",17230,9.75440732952197,"high_expression",583,6.36818718635049,"high_expression",16,2.77258872223978,"low_expression",0,NA,"low_expression",0,NA,"high_expression",1815,7.50384074669895,"high_expression",5728,8.65312170864048,"high_expression",981,6.88857245956536,"intermediate_expression",34,3.52636052461616,"low_expression",20,2.99573227355399,"high_expression",1650,7.40853056689463,"high_expression",1634,7.39878627541995,"intermediate_expression",10,2.30258509299405
"LCLC97TM1_LUNG","male","low_expression",41,3.71357206670431,"low_expression",1,0,"high_expression",113134,11.6363282358487,"high_expression",2655,7.88419993367604,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",3,1.09861228866811,"low_expression",16,2.77258872223978,"low_expression",3,1.09861228866811,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",1,0,"intermediate_expression",15,2.70805020110221
"LI7_LIVER",NA,"low_expression",62,4.12713438504509,"low_expression",0,NA,"low_expression",31,3.43398720448515,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",23,3.13549421592915,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",12,2.484906649788,"low_expression",0,NA
"LK2_LUNG",NA,"low_expression",41,3.71357206670431,"low_expression",0,NA,"low_expression",36,3.58351893845611,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",13,2.56494935746154,"low_expression",1,0,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",4,1.38629436111989,"low_expression",1,0,"low_expression",0,NA
"LMSU_STOMACH",NA,"low_expression",40,3.68887945411394,"low_expression",0,NA,"low_expression",118,4.77068462446567,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",71,4.26267987704132,"low_expression",41,3.71357206670431,"low_expression",5,1.6094379124341,"low_expression",0,NA,"low_expression",0,NA,"low_expression",23,3.13549421592915,"low_expression",29,3.36729582998647,"low_expression",0,NA
"LN18_CENTRAL_NERVOUS_SYSTEM","male","low_expression",85,4.44265125649032,"low_expression",0,NA,"high_expression",27361,10.2168739207762,"high_expression",1828,7.5109777520141,"intermediate_expression",8,2.07944154167984,"low_expression",10,2.30258509299405,"low_expression",1,0,"high_expression",4212,8.34569287325387,"high_expression",17406,9.76457025334946,"high_expression",1913,7.55642796944025,"high_expression",144,4.969813299576,"low_expression",11,2.39789527279837,"high_expression",4608,8.43554920237573,"high_expression",2025,7.61332497954064,"low_expression",2,0.693147180559945
"LN215_CENTRAL_NERVOUS_SYSTEM",NA,"low_expression",28176,10.246225830736,"low_expression",0,NA,"low_expression",55,4.00733318523247,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",13,2.56494935746154,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",13,2.56494935746154,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",8,2.07944154167984,"low_expression",12,2.484906649788,"low_expression",18,2.89037175789616,"low_expression",0,NA
"LN229_CENTRAL_NERVOUS_SYSTEM","female","low_expression",28437,10.2554463931212,"low_expression",0,NA,"low_expression",24,3.17805383034795,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",23,3.13549421592915,"low_expression",7,1.94591014905531,"low_expression",2,0.693147180559945,"low_expression",5,1.6094379124341,"low_expression",5,1.6094379124341,"low_expression",4,1.38629436111989,"low_expression",1,0
"LN235_CENTRAL_NERVOUS_SYSTEM","male","low_expression",27,3.29583686600433,"low_expression",1,0,"high_expression",27437,10.2196477464169,"high_expression",2869,7.96171881598136,"high_expression",11,2.39789527279837,"low_expression",0,NA,"intermediate_expression",8,2.07944154167984,"high_expression",6766,8.81966534934065,"high_expression",23982,10.0850588279394,"high_expression",3002,8.00703401219341,"high_expression",120,4.78749174278205,"high_expression",3768,8.23429963569625,"high_expression",6199,8.73214326770192,"high_expression",5734,8.65416864644332,"low_expression",0,NA
"LN319_CENTRAL_NERVOUS_SYSTEM","male","low_expression",10,2.30258509299405,"low_expression",0,NA,"high_expression",11398,9.34119318039495,"high_expression",774,6.65157187358973,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"high_expression",3647,8.20166019080868,"high_expression",7220,8.88461023188687,"high_expression",1175,7.06902342657826,"high_expression",146,4.98360662170834,"intermediate_expression",1235,7.11882624906208,"high_expression",3531,8.16933639592839,"high_expression",1671,7.42117752859539,"low_expression",2,0.693147180559945
"LN340_CENTRAL_NERVOUS_SYSTEM","male","low_expression",159,5.06890420222023,"low_expression",0,NA,"high_expression",34838,10.4584640240374,"high_expression",1966,7.58375630070711,"low_expression",0,NA,"low_expression",1,0,"low_expression",1,0,"high_expression",7537,8.92757950384347,"high_expression",15488,9.64782080951636,"high_expression",2736,7.91425227874244,"high_expression",105,4.65396035015752,"high_expression",2352,7.76302130901852,"high_expression",5428,8.59932602095476,"high_expression",4598,8.43337670532313,"low_expression",2,0.693147180559945
"LN382_CENTRAL_NERVOUS_SYSTEM","male","low_expression",18,2.89037175789616,"low_expression",0,NA,"low_expression",28,3.3322045101752,"low_expression",0,NA,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",9,2.19722457733622,"low_expression",5,1.6094379124341,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",6,1.79175946922805,"low_expression",4,1.38629436111989,"low_expression",0,NA
"LN428_CENTRAL_NERVOUS_SYSTEM","male","low_expression",27,3.29583686600433,"low_expression",0,NA,"high_expression",42154,10.649084858097,"high_expression",2110,7.65444322647011,"high_expression",16,2.77258872223978,"low_expression",2,0.693147180559945,"low_expression",0,NA,"high_expression",3951,8.28172399041139,"high_expression",23524,10.0657764555798,"high_expression",3211,8.07433769408951,"high_expression",177,5.17614973257383,"intermediate_expression",1403,7.24636808010246,"high_expression",8322,9.02665788954289,"high_expression",3089,8.03560269291858,"low_expression",7,1.94591014905531
"LN443_CENTRAL_NERVOUS_SYSTEM","male","low_expression",68,4.21950770517611,"low_expression",0,NA,"low_expression",26,3.25809653802148,"low_expression",1,0,"low_expression",0,NA,"low_expression",0,NA,"low_expression",1,0,"low_expression",1,0,"low_expression",15,2.70805020110221,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",14,2.63905732961526,"low_expression",6,1.79175946922805,"low_expression",2,0.693147180559945,"low_expression",0,NA
"LN464_CENTRAL_NERVOUS_SYSTEM","male","low_expression",24,3.17805383034795,"low_expression",0,NA,"low_expression",14,2.63905732961526,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",14,2.63905732961526,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",4,1.38629436111989,"low_expression",0,NA
"LNCAPCLONEFGC_PROSTATE","male","low_expression",75,4.31748811353631,"low_expression",0,NA,"high_expression",47351,10.7653432177154,"high_expression",2885,7.9672801789422,"low_expression",0,NA,"high_expression",1557,7.350516171834,"high_expression",312,5.74300318780948,"high_expression",46329,10.7435233938911,"high_expression",18038,9.80023592272565,"high_expression",1759,7.47250074473756,"low_expression",0,NA,"intermediate_expression",1057,6.96318998587024,"high_expression",5377,8.58988587680968,"high_expression",4900,8.49699048409872,"low_expression",4,1.38629436111989
"LNZ308_CENTRAL_NERVOUS_SYSTEM","female","low_expression",31,3.43398720448515,"low_expression",0,NA,"intermediate_expression",1065,6.97073007814353,"intermediate_expression",98,4.58496747867057,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"intermediate_expression",214,5.36597601502185,"high_expression",597,6.3919171133926,"intermediate_expression",75,4.31748811353631,"low_expression",7,1.94591014905531,"low_expression",53,3.97029191355212,"intermediate_expression",204,5.31811999384422,"intermediate_expression",157,5.05624580534831,"low_expression",0,NA
"LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female","low_expression",33,3.49650756146648,"low_expression",0,NA,"low_expression",19,2.94443897916644,"low_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",13,2.56494935746154,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",4,1.38629436111989,"low_expression",6,1.79175946922805,"low_expression",0,NA
"LOUNH91_LUNG","female","low_expression",81328,11.3062456396867,"low_expression",0,NA,"low_expression",32,3.46573590279973,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",18,2.89037175789616,"low_expression",4,1.38629436111989,"low_expression",1,0,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",4,1.38629436111989,"low_expression",0,NA
"LOVO_LARGE_INTESTINE","male","low_expression",43,3.76120011569356,"low_expression",0,NA,"high_expression",42168,10.649416918535,"high_expression",2431,7.79605797431612,"low_expression",0,NA,"low_expression",1,0,"low_expression",2,0.693147180559945,"high_expression",2838,7.95085485771999,"high_expression",10700,9.27799902045,"high_expression",2256,7.72134861261795,"high_expression",1252,7.13249755166004,"low_expression",5,1.6094379124341,"high_expression",11847,9.37982994995476,"high_expression",4973,8.51177855871474,"low_expression",6,1.79175946922805
"LOXIMVI_SKIN","male","low_expression",21,3.04452243772342,"low_expression",0,NA,"low_expression",27,3.29583686600433,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",28,3.3322045101752,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",4,1.38629436111989,"low_expression",0,NA
"LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female","low_expression",31,3.43398720448515,"low_expression",0,NA,"low_expression",28,3.3322045101752,"low_expression",11,2.39789527279837,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",7,1.94591014905531,"low_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",3,1.09861228866811,"low_expression",7,1.94591014905531,"low_expression",0,NA
"LS1034_LARGE_INTESTINE","male","low_expression",48,3.87120101090789,"intermediate_expression",3,1.09861228866811,"high_expression",20596,9.93285216116603,"high_expression",2872,7.96276393016811,"low_expression",2,0.693147180559945,"low_expression",4,1.38629436111989,"intermediate_expression",6,1.79175946922805,"high_expression",594,6.38687931936265,"high_expression",9525,9.1616751999949,"high_expression",3318,8.10711747075039,"high_expression",1288,7.1608459066643,"low_expression",2,0.693147180559945,"high_expression",5354,8.5855992240803,"high_expression",4796,8.4755375161474,"intermediate_expression",13,2.56494935746154
"LS123_LARGE_INTESTINE","female","low_expression",31316,10.3518844280278,"low_expression",0,NA,"low_expression",31,3.43398720448515,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",1,0,"low_expression",11,2.39789527279837,"low_expression",15,2.70805020110221,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",1,0,"low_expression",12,2.484906649788,"low_expression",4,1.38629436111989,"low_expression",0,NA
"LS180_LARGE_INTESTINE","female","low_expression",16,2.77258872223978,"low_expression",0,NA,"low_expression",19,2.94443897916644,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",15,2.70805020110221,"low_expression",6,1.79175946922805,"low_expression",0,NA
"LS411N_LARGE_INTESTINE","male","low_expression",44,3.78418963391826,"low_expression",0,NA,"low_expression",28,3.3322045101752,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",10,2.30258509299405,"low_expression",5,1.6094379124341,"low_expression",1,0,"low_expression",2,0.693147180559945,"low_expression",10,2.30258509299405,"low_expression",3,1.09861228866811,"low_expression",0,NA
"LS513_LARGE_INTESTINE","male","low_expression",32,3.46573590279973,"low_expression",0,NA,"high_expression",49367,10.8070374637594,"high_expression",2130,7.66387725870347,"intermediate_expression",7,1.94591014905531,"low_expression",0,NA,"low_expression",0,NA,"high_expression",1423,7.26052259808985,"high_expression",8808,9.08341567840252,"high_expression",1920,7.56008046502183,"high_expression",235,5.45958551414416,"low_expression",3,1.09861228866811,"high_expression",4488,8.40916244720253,"high_expression",3832,8.25114213909075,"low_expression",4,1.38629436111989
"LU65_LUNG","male","low_expression",38,3.63758615972639,"low_expression",0,NA,"low_expression",27,3.29583686600433,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",17,2.83321334405622,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",1,0,"low_expression",0,NA
"LU99_LUNG","male","low_expression",27,3.29583686600433,"low_expression",0,NA,"low_expression",15,2.70805020110221,"low_expression",8,2.07944154167984,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",12,2.484906649788,"low_expression",15,2.70805020110221,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",7,1.94591014905531,"low_expression",2,0.693147180559945,"low_expression",0,NA
"LUDLU1_LUNG","male","low_expression",38,3.63758615972639,"low_expression",0,NA,"low_expression",25,3.2188758248682,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",14,2.63905732961526,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",7,1.94591014905531,"low_expression",7,1.94591014905531,"low_expression",0,NA
"LXF289_LUNG","male","low_expression",40,3.68887945411394,"high_expression",8,2.07944154167984,"low_expression",57,4.04305126783455,"high_expression",912,6.81563999007433,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",0,NA,"high_expression",4375,8.38366179879172,"high_expression",13905,9.54000376666806,"high_expression",1701,7.43897159239586,"intermediate_expression",60,4.0943445622221,"intermediate_expression",445,6.09807428216624,"high_expression",3248,8.08579470128157,"high_expression",1501,7.31388683163346,"low_expression",0,NA
"M059K_CENTRAL_NERVOUS_SYSTEM","male","low_expression",61,4.11087386417331,"low_expression",0,NA,"high_expression",14613,9.58966682247465,"high_expression",1014,6.92165818415113,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",0,NA,"high_expression",2606,7.86557175768479,"high_expression",11136,9.3179383825742,"high_expression",1340,7.20042489294496,"intermediate_expression",53,3.97029191355212,"intermediate_expression",1419,7.25770767716004,"high_expression",2019,7.61035761831284,"high_expression",2255,7.72090525193678,"low_expression",2,0.693147180559945
"M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female","low_expression",72866,11.1963774168838,"low_expression",0,NA,"low_expression",46,3.8286413964891,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",4,1.38629436111989,"low_expression",19,2.94443897916644,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",1,0,"low_expression",12,2.484906649788,"low_expression",2,0.693147180559945,"low_expression",0,NA
"MALME3M_SKIN","male","low_expression",38,3.63758615972639,"low_expression",0,NA,"high_expression",19548,9.88062825839005,"high_expression",2381,7.77527584648686,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"high_expression",3595,8.18729927015515,"high_expression",8548,9.05345261643904,"high_expression",2257,7.72179177681754,"high_expression",156,5.04985600724954,"low_expression",65,4.17438726989564,"high_expression",5016,8.52038808231276,"high_expression",4079,8.31360713931756,"intermediate_expression",10,2.30258509299405
"MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male","low_expression",37,3.61091791264422,"low_expression",0,NA,"high_expression",30677,10.3312684671277,"high_expression",1968,7.5847730776122,"low_expression",0,NA,"low_expression",8,2.07944154167984,"high_expression",1301,7.1708884785125,"high_expression",2782,7.93092537248339,"high_expression",18453,9.82298223787648,"high_expression",3557,8.17667277194846,"high_expression",430,6.06378520868761,"low_expression",2,0.693147180559945,"high_expression",7848,8.9680140012452,"low_expression",6,1.79175946922805,"low_expression",8,2.07944154167984
"MCAS_OVARY","female","low_expression",29,3.36729582998647,"low_expression",0,NA,"low_expression",28,3.3322045101752,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",10,2.30258509299405,"low_expression",18,2.89037175789616,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",12,2.484906649788,"low_expression",10,2.30258509299405,"low_expression",0,NA
"MCF7_BREAST","female","low_expression",1555,7.34923082461333,"low_expression",0,NA,"low_expression",32,3.46573590279973,"low_expression",1,0,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",8,2.07944154167984,"low_expression",21,3.04452243772342,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",18,2.89037175789616,"low_expression",0,NA
"MDAMB134VI_BREAST","female","low_expression",222241,12.3115176576181,"low_expression",0,NA,"low_expression",33,3.49650756146648,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",4,1.38629436111989,"low_expression",3,1.09861228866811,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",4,1.38629436111989,"low_expression",2,0.693147180559945,"low_expression",0,NA
"MDAMB157_BREAST","female","low_expression",128827,11.7662256980128,"low_expression",0,NA,"low_expression",48,3.87120101090789,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",0,NA,"low_expression",7,1.94591014905531,"low_expression",22,3.09104245335832,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",28,3.3322045101752,"low_expression",11,2.39789527279837,"low_expression",2,0.693147180559945,"low_expression",0,NA
"MDAMB175VII_BREAST","female","low_expression",31505,10.3579015423762,"low_expression",0,NA,"low_expression",69,4.23410650459726,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",1,0,"low_expression",0,NA,"low_expression",12,2.484906649788,"low_expression",25,3.2188758248682,"low_expression",4,1.38629436111989,"low_expression",4,1.38629436111989,"low_expression",1,0,"low_expression",13,2.56494935746154,"low_expression",2,0.693147180559945,"low_expression",0,NA
"MDAMB231_BREAST","female","low_expression",76,4.33073334028633,"low_expression",0,NA,"low_expression",19,2.94443897916644,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",6,1.79175946922805,"low_expression",17,2.83321334405622,"low_expression",8,2.07944154167984,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",2,0.693147180559945,"low_expression",0,NA
"MDAMB361_BREAST","female","low_expression",2504,7.82564473221999,"low_expression",0,NA,"low_expression",50,3.91202300542815,"low_expression",0,NA,"low_expression",0,NA,"low_expression",5,1.6094379124341,"low_expression",0,NA,"low_expression",4,1.38629436111989,"low_expression",25,3.2188758248682,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",0,NA,"low_expression",3,1.09861228866811,"low_expression",2,0.693147180559945,"low_expression",0,NA
"MDAMB415_BREAST","female","low_expression",37572,10.5340143711144,"low_expression",0,NA,"low_expression",44,3.78418963391826,"low_expression",6,1.79175946922805,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",17,2.83321334405622,"low_expression",0,NA,"low_expression",0,NA,"low_expression",7,1.94591014905531,"low_expression",7,1.94591014905531,"low_expression",8,2.07944154167984,"low_expression",0,NA
"MDAMB435S_SKIN","female","low_expression",31,3.43398720448515,"low_expression",0,NA,"low_expression",21,3.04452243772342,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",21,3.04452243772342,"low_expression",4,1.38629436111989,"low_expression",1,0,"low_expression",1,0,"low_expression",6,1.79175946922805,"low_expression",4,1.38629436111989,"low_expression",0,NA
"MDAMB436_BREAST","female","low_expression",26852,10.1980955850586,"low_expression",0,NA,"low_expression",31,3.43398720448515,"low_expression",4,1.38629436111989,"low_expression",0,NA,"low_expression",0,NA,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",14,2.63905732961526,"low_expression",0,NA,"low_expression",2,0.693147180559945,"low_expression",0,NA,"low_expression",9,2.19722457733622,"low_expression",2,0.693147180559945,"low_expression",0,NA
