"CCLE_ID","reported_sex","predicted_sex","pathology","scc_inclusive","scc_conservative","XIST_Expression_Level","Y_Expression_Level","Y_Expression_Status","RPS4Y1_Expression_Level","ZFY_Expression_Level","USP9Y_Expression_Level","DDX3Y_Expression_Level","UTY_Expression_Level","KDM5D_Expression_Level","EIF1AY_Expression_Level"
"MDAMB436_BREAST","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MDAMB453_BREAST","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MDAMB468_BREAST","female",NA,"metastasis","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MDAPCA2B_PROSTATE","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"MDST8_LARGE_INTESTINE","unknown","male","primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","expressed","intermediate","expressed","expressed","expressed","expressed"
"MELHO_SKIN","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MELJUSO_SKIN","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MESSA_SOFT_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MEWO_SKIN","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"MFE280_ENDOMETRIUM","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MFE296_ENDOMETRIUM","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MFE319_ENDOMETRIUM","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MG63_BONE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","expressed","expressed","expressed","intermediate","expressed","expressed"
"MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","not_expressed","intermediate","expressed","intermediate","intermediate","intermediate"
"MHHES1_BONE","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MHHNB11_AUTONOMIC_GANGLIA","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","expressed","expressed","expressed"
"MIAPACA2_PANCREAS","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","intermediate","intermediate","expressed","expressed","intermediate","expressed","expressed"
"MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"MKN1_STOMACH","male",NA,"metastasis","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MKN45_STOMACH","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MKN7_STOMACH","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MKN74_STOMACH","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"ML1_THYROID","unknown","female","primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","unknown","female","primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","not_expressed","expressed","intermediate","expressed","expressed"
"MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XXY","XX","expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"MON_SOFT_TISSUE","unknown",NA,NA,"X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MORCPR_LUNG","unknown",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MPP89_PLEURA","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"MSTO211H_PLEURA","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","same","expressed","expressed","expressed","expressed","expressed","expressed","expressed"
"MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","not_expressed","expressed","intermediate","expressed","expressed"
"NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","expressed","not_expressed","expressed"
"NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NB1_AUTONOMIC_GANGLIA","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCCSTCK140_STOMACH","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1048_LUNG","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1092_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH1105_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1155_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1184_LUNG","male",NA,"metastasis","XY","X0","not_expressed","intermediate","mixed","expressed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1299_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1339_LUNG","female",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","expressed","expressed"
"NCIH1341_LUNG","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1355_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1373_LUNG","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1385_LUNG","unknown",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1395_LUNG","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1435_LUNG","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1436_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1437_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH146_LUNG","male",NA,"metastasis","XX","X0","intermediate","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1563_LUNG","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH1568_LUNG","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1573_LUNG","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1581_LUNG","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","expressed","not_expressed","intermediate","intermediate","not_expressed","intermediate","intermediate"
"NCIH1618_LUNG","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1623_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1648_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH1650_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1651_LUNG","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","not_expressed","not_expressed","expressed","expressed","intermediate","expressed","expressed"
"NCIH1666_LUNG","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1693_LUNG","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1694_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1703_LUNG","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","intermediate","expressed"
"NCIH1734_LUNG","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1755_LUNG","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1781_LUNG","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1792_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1793_LUNG","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1819_LUNG","unknown",NA,NA,"X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1836_LUNG","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","expressed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1838_LUNG","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1869_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1876_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH1915_LUNG","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1930_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH1944_LUNG","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH196_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH1963_LUNG","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","expressed","expressed","expressed","expressed","not_expressed","not_expressed"
"NCIH1975_LUNG","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2004RT_SOFT_TISSUE","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH2009_LUNG","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2023_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2029_LUNG","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2030_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2052_PLEURA","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2066_LUNG","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2073_LUNG","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2077_LUNG","unknown",NA,NA,"X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2081_LUNG","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2085_LUNG","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH2087_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH209_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH2106_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","not_expressed","intermediate","not_expressed","expressed","intermediate","expressed","expressed"
"NCIH211_LUNG","female",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2110_LUNG","unknown",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2122_LUNG","female",NA,"metastasis","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2126_LUNG","male",NA,"metastasis","XXY","XY","intermediate","expressed","mixed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","expressed","expressed"
"NCIH2170_LUNG","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2171_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH2172_LUNG","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2196_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","same","expressed","expressed","expressed","expressed","expressed","expressed","expressed"
"NCIH2227_LUNG","male",NA,"primary","XXY","XX","expressed","intermediate","mixed","expressed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2228_LUNG","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH226_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","intermediate","expressed"
"NCIH2286_LUNG","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2291_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","not_expressed","not_expressed"
"NCIH23_LUNG","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2342_LUNG","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","not_expressed","not_expressed"
"NCIH2347_LUNG","female",NA,"primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2405_LUNG","male",NA,"metastasis","XY","X0","not_expressed","intermediate","mixed","expressed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2444_LUNG","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2452_PLEURA","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH28_PLEURA","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH2882_LUNG","unknown","female",NA,"XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH2887_LUNG","unknown","male",NA,"XY","XY","not_expressed","expressed","mixed","not_expressed","not_expressed","expressed","expressed","intermediate","intermediate","expressed"
"NCIH292_LUNG","female",NA,"metastasis","XX","X0","intermediate","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH3122_LUNG","unknown",NA,NA,"X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH322_LUNG","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH3255_LUNG","unknown","female","primary","XX","XX","expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH358_LUNG","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","intermediate","expressed"
"NCIH441_LUNG","unknown","male","metastasis","XY","X0","not_expressed","intermediate","mixed","not_expressed","not_expressed","intermediate","intermediate","intermediate","intermediate","intermediate"
"NCIH446_LUNG","male",NA,"metastasis","XXY","XXY","expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"NCIH460_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"NCIH508_LARGE_INTESTINE","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH510_LUNG","male",NA,"primary","XXY","X0","intermediate","intermediate","mixed","expressed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH520_LUNG","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH522_LUNG","male",NA,"primary","XY","X0","not_expressed","intermediate","mixed","intermediate","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH524_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH526_LUNG","male",NA,"metastasis","XXY","XY","intermediate","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","expressed","expressed"
"NCIH596_LUNG","male",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH647_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH650_LUNG","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH660_PROSTATE","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH661_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH684_LIVER","unknown","male","primary","XY","X0","not_expressed","intermediate","mixed","expressed","not_expressed","not_expressed","intermediate","not_expressed","intermediate","intermediate"
"NCIH69_LUNG","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","expressed","expressed","intermediate","expressed","expressed"
"NCIH716_LARGE_INTESTINE","male",NA,"metastasis","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH727_LUNG","female",NA,"primary","X0","X0","not_expressed","not_expressed","same","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed","not_expressed"
"NCIH747_LARGE_INTESTINE","male",NA,"metastasis","XY","XY","not_expressed","expressed","mixed","expressed","intermediate","intermediate","expressed","intermediate","intermediate","expressed"
"NCIH810_LUNG","male",NA,"primary","XY","XY","not_expressed","expressed","mixed","expressed","expressed","expressed","expressed","expressed","not_expressed","not_expressed"
